question,answer
엘든링 1920x1080 해상도에 최적화된 견적을 알려주세요.,"하옵 추천견적서	
인텔 : 코어i3-12100F + GTX 1650 조합60만원 중반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + RX 6600 조합70만원 중반
상옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
엘든링 QHD 해상도 추천 견적서는 어떻게 되나요?,"하옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + RX 6600 조합70만원 중반
중옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
엘든링 QHD 해상도에 적합한 PC 구성을 알고 싶습니다.,"하옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + RX 6600 조합70만원 중반
중옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
엘든링 2560x1440 해상도용 추천 견적이 무엇인가요?,"하옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + RX 6600 조합70만원 중반
중옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
엘든링 4K 해상도 추천 견적서는 어떻게 되나요?,"하옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
상옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
엘든링 4K 해상도를 위한 최적의 컴퓨터 견적을 알려주세요.,"하옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
상옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
엘든링 3840x2160 해상도에서 사용하기 좋은 견적을 원해요.,"하옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
상옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
엘든링 이 게임을 플레이하려면 어떤 사양이 필요한가요?,"- OS : Windows 10
- CPU : INTEL CORE I5-8400 or AMD RYZEN 3 3300X
- 램 : 12GB RAM
- 하드 : 60GB 사용 가능 공간
- 그래픽 : NVIDIA GEFORCE GTX 1060 3 GB or AMD RADEON RX 580 4 GB
"
엘든링 컴퓨터가 이 프로그램을 실행할 수 있을지 어떻게 알 수 있나요?,"- OS : Windows 10
- CPU : INTEL CORE I5-8400 or AMD RYZEN 3 3300X
- 램 : 12GB RAM
- 하드 : 60GB 사용 가능 공간
- 그래픽 : NVIDIA GEFORCE GTX 1060 3 GB or AMD RADEON RX 580 4 GB
"
엘든링 게임을 실행하는 데 필요한 기본적인 하드웨어는 무엇인가요?,"- OS : Windows 10
- CPU : INTEL CORE I5-8400 or AMD RYZEN 3 3300X
- 램 : 12GB RAM
- 하드 : 60GB 사용 가능 공간
- 그래픽 : NVIDIA GEFORCE GTX 1060 3 GB or AMD RADEON RX 580 4 GB
"
엘든링 이 프로그램을 가장 낮은 설정에서 실행하기 위해 필요한 것은?,"- OS : Windows 10
- CPU : INTEL CORE I5-8400 or AMD RYZEN 3 3300X
- 램 : 12GB RAM
- 하드 : 60GB 사용 가능 공간
- 그래픽 : NVIDIA GEFORCE GTX 1060 3 GB or AMD RADEON RX 580 4 GB
"
엘든링 이 소프트웨어를 실행시키기 위한 최저 사양은?,"- OS : Windows 10
- CPU : INTEL CORE I5-8400 or AMD RYZEN 3 3300X
- 램 : 12GB RAM
- 하드 : 60GB 사용 가능 공간
- 그래픽 : NVIDIA GEFORCE GTX 1060 3 GB or AMD RADEON RX 580 4 GB
"
엘든링 이 프로그램을 최적으로 사용하기 위한 사양은?,"- OS : Windows 10/11
- CPU : INTEL CORE I7-8700K or AMD RYZEN 5 3600X
- 램 : 16GB RAM
- 하드 : 60GB 사용 가능 공간
- 그래픽 : NVIDIA GEFORCE GTX 1070 8 GB or AMD RADEON RX VEGA 56 8 GB
엘든링 컴퓨터 견적 추천 (2024년 04월)
"
엘든링 게임을 즐기기 위해 권장하는 하드웨어는 무엇인가요?,"- OS : Windows 10/11
- CPU : INTEL CORE I7-8700K or AMD RYZEN 5 3600X
- 램 : 16GB RAM
- 하드 : 60GB 사용 가능 공간
- 그래픽 : NVIDIA GEFORCE GTX 1070 8 GB or AMD RADEON RX VEGA 56 8 GB
엘든링 컴퓨터 견적 추천 (2024년 04월)
"
엘든링 이 게임을 풀옵션으로 즐기려면 어떤 사양이 필요한가요?,"- OS : Windows 10/11
- CPU : INTEL CORE I7-8700K or AMD RYZEN 5 3600X
- 램 : 16GB RAM
- 하드 : 60GB 사용 가능 공간
- 그래픽 : NVIDIA GEFORCE GTX 1070 8 GB or AMD RADEON RX VEGA 56 8 GB
엘든링 컴퓨터 견적 추천 (2024년 04월)
"
엘든링 프로그램 사용에 최적화된 컴퓨터 구성은 무엇인가요?,"- OS : Windows 10/11
- CPU : INTEL CORE I7-8700K or AMD RYZEN 5 3600X
- 램 : 16GB RAM
- 하드 : 60GB 사용 가능 공간
- 그래픽 : NVIDIA GEFORCE GTX 1070 8 GB or AMD RADEON RX VEGA 56 8 GB
엘든링 컴퓨터 견적 추천 (2024년 04월)
"
엘든링 이 게임의 권장 하드웨어 구성은 무엇인가요?,"- OS : Windows 10/11
- CPU : INTEL CORE I7-8700K or AMD RYZEN 5 3600X
- 램 : 16GB RAM
- 하드 : 60GB 사용 가능 공간
- 그래픽 : NVIDIA GEFORCE GTX 1070 8 GB or AMD RADEON RX VEGA 56 8 GB
엘든링 컴퓨터 견적 추천 (2024년 04월)
"
엘든링 게임을 FHD 해상도에서 실행하기 위한 추천 PC는?,"하옵 추천견적서	
인텔 : 코어i3-12100F + GTX 1650 조합60만원 중반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + RX 6600 조합70만원 중반
상옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
엘든링 FHD에서 최고의 성능을 내는 PC 구성은 어떻게 되나요?,"하옵 추천견적서	
인텔 : 코어i3-12100F + GTX 1650 조합60만원 중반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + RX 6600 조합70만원 중반
상옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
엘든링 QHD 해상도에서 이 게임을 완벽하게 실행하려면?,"하옵 추천견적서	
인텔 : 코어i5-12400F + GTX 1660 SUPER 조합80만원 후반
AMD : 라이젠5 5600 + RX 6600 조합70만원 중반
중옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
엘든링 4K에서 이 프로그램을 부드럽게 실행하기 위해 추천하는 견적은?,"하옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
상옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
엘든링 최상의 그래픽으로 게임을 즐기기 위한 4K 견적서를 알려주세요.,"하옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
상옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
마인크래프트 최소사양은 무엇인가요?,"CPU: 인텔 코어 i3-3210 3.2 GHz / AMD A8-7600 APU 3.1 GHz 와 동급의 제품
RAM: 4GB (여유공간 2GB)
GPU (내장): OpenGL 4.4*가 내장된 인텔 HD Graphics 4000 (아이비브릿지) / AMD 라데온 R5 시리즈 (카베리)
GPU (외장): OpenGL 4.4가 내장된 Nvidia 지포스 400 Series 또는 AMD 라데온 HD 7000 시리즈
저장장치: 최소 1GB (게임 파일 자체는 180MB이지만, 맵과 기타 파일을 위한 공간이 필요)
운영체제:
 - 윈도우: 윈도우 7 이상
 - 매킨토시: OS X 10.9 Maverick
 - 리눅스: 2014년 이후의 모든 배포판
"
마인크래프트 이 프로그램을 실행하기 위한 최소 요구 사항은?,"CPU: 인텔 코어 i3-3210 3.2 GHz / AMD A8-7600 APU 3.1 GHz 와 동급의 제품
RAM: 4GB (여유공간 2GB)
GPU (내장): OpenGL 4.4*가 내장된 인텔 HD Graphics 4000 (아이비브릿지) / AMD 라데온 R5 시리즈 (카베리)
GPU (외장): OpenGL 4.4가 내장된 Nvidia 지포스 400 Series 또는 AMD 라데온 HD 7000 시리즈
저장장치: 최소 1GB (게임 파일 자체는 180MB이지만, 맵과 기타 파일을 위한 공간이 필요)
운영체제:
 - 윈도우: 윈도우 7 이상
 - 매킨토시: OS X 10.9 Maverick
 - 리눅스: 2014년 이후의 모든 배포판
"
마인크래프트 최소한으로 필요한 사양을 알려주세요.,"CPU: 인텔 코어 i3-3210 3.2 GHz / AMD A8-7600 APU 3.1 GHz 와 동급의 제품
RAM: 4GB (여유공간 2GB)
GPU (내장): OpenGL 4.4*가 내장된 인텔 HD Graphics 4000 (아이비브릿지) / AMD 라데온 R5 시리즈 (카베리)
GPU (외장): OpenGL 4.4가 내장된 Nvidia 지포스 400 Series 또는 AMD 라데온 HD 7000 시리즈
저장장치: 최소 1GB (게임 파일 자체는 180MB이지만, 맵과 기타 파일을 위한 공간이 필요)
운영체제:
 - 윈도우: 윈도우 7 이상
 - 매킨토시: OS X 10.9 Maverick
 - 리눅스: 2014년 이후의 모든 배포판
"
마인크래프트 권장사양은 무엇인가요?,"CPU: 인텔 코어 i5-4690 3.5GHz / AMD A10-7800 APU 3.5 GHz 또는 동급의 제품
RAM: 8GB (여유공간 4GB)
GPU: OpenGL 4.5를 지원하는 지포스 700 시리즈 또는 AMD 라데온 Rx 200 시리즈 (내장 칩셋 제외)
저장장치: HDD 4GB 이상 (SSD를 추천합니다)
운영체제: (64-bit를 추천합니다)
 - 윈도우: Windows 10
 - 매킨토시: macOS 10.12 Sierra
 - 리눅스: 2014년 이후의 모든 배포판
마인크래프트 컴퓨터 견적 추천 (2024년 04월)
"
마인크래프트 이 프로그램의 최적 사양은 무엇인가요?,"CPU: 인텔 코어 i5-4690 3.5GHz / AMD A10-7800 APU 3.5 GHz 또는 동급의 제품
RAM: 8GB (여유공간 4GB)
GPU: OpenGL 4.5를 지원하는 지포스 700 시리즈 또는 AMD 라데온 Rx 200 시리즈 (내장 칩셋 제외)
저장장치: HDD 4GB 이상 (SSD를 추천합니다)
운영체제: (64-bit를 추천합니다)
 - 윈도우: Windows 10
 - 매킨토시: macOS 10.12 Sierra
 - 리눅스: 2014년 이후의 모든 배포판
마인크래프트 컴퓨터 견적 추천 (2024년 04월)
"
마인크래프트 권장하는 시스템 사양이 궁금합니다.,"CPU: 인텔 코어 i5-4690 3.5GHz / AMD A10-7800 APU 3.5 GHz 또는 동급의 제품
RAM: 8GB (여유공간 4GB)
GPU: OpenGL 4.5를 지원하는 지포스 700 시리즈 또는 AMD 라데온 Rx 200 시리즈 (내장 칩셋 제외)
저장장치: HDD 4GB 이상 (SSD를 추천합니다)
운영체제: (64-bit를 추천합니다)
 - 윈도우: Windows 10
 - 매킨토시: macOS 10.12 Sierra
 - 리눅스: 2014년 이후의 모든 배포판
마인크래프트 컴퓨터 견적 추천 (2024년 04월)
"
마인크래프트 FHD 해상도 추천 견적서는 어떻게 되나요?,"하옵 추천견적서	
인텔 : 코어i3-12100F + RX 6500 XT 조합60만원 후반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
최상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
마인크래프트 FHD 해상도에서 사용할 수 있는 컴퓨터 견적이 궁금해요.,"하옵 추천견적서	
인텔 : 코어i3-12100F + RX 6500 XT 조합60만원 후반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
최상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
마인크래프트 1920x1080 해상도에 최적화된 견적을 알려주세요.,"하옵 추천견적서	
인텔 : 코어i3-12100F + RX 6500 XT 조합60만원 후반
AMD : 라이젠5 5600 + RX 580 조합60만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
최상옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
마인크래프트 QHD 해상도 추천 견적서는 어떻게 되나요?,"하옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
최상옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
마인크래프트 QHD 해상도에 적합한 PC 구성을 알고 싶습니다.,"하옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
최상옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
마인크래프트 2560x1440 해상도용 추천 견적이 무엇인가요?,"하옵 추천견적서	
인텔 : 코어i5-12400F + RX 7600 조합90만원 후반
AMD : 라이젠5 5600 + RX 7600 조합80만원 초반
중옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
최상옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)

"
마인크래프트 4K 해상도 추천 견적서는 어떻게 되나요?,"하옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
중옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
최상옵 추천견적서	
인텔 : 코어i5-14600KF + RTX 4070 Ti SUPER 조합240만원 초반
AMD : 라이젠5 7500F + RTX 4070 Ti SUPER 조합210만원 중반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
마인크래프트 4K 해상도를 위한 최적의 컴퓨터 견적을 알려주세요.,"하옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
중옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
최상옵 추천견적서	
인텔 : 코어i5-14600KF + RTX 4070 Ti SUPER 조합240만원 초반
AMD : 라이젠5 7500F + RTX 4070 Ti SUPER 조합210만원 중반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
마인크래프트 3840x2160 해상도에서 사용하기 좋은 견적을 원해요.,"하옵 추천견적서	
인텔 : 코어i5-12400F + RTX 4060 Ti 조합120만원 초반
AMD : 라이젠5 5600 + RX 6800 조합90만원 후반
중옵 추천견적서	
인텔 : 코어i5-13400F + RTX 4070 SUPER 조합180만원 중반
AMD : 라이젠5 5600 + RTX 4070 조합140만원 초반
최상옵 추천견적서	
인텔 : 코어i5-14600KF + RTX 4070 Ti SUPER 조합240만원 초반
AMD : 라이젠5 7500F + RTX 4070 Ti SUPER 조합210만원 중반
2024년 4월 5일 기준 가격입니다. (실제 가격비교 시 변동될 수 있습니다.)
"
마인크래프트 이 게임을 플레이하려면 어떤 사양이 필요한가요?,"CPU: 인텔 코어 i3-3210 3.2 GHz / AMD A8-7600 APU 3.1 GHz 와 동급의 제품
RAM: 4GB (여유공간 2GB)
GPU (내장): OpenGL 4.4*가 내장된 인텔 HD Graphics 4000 (아이비브릿지) / AMD 라데온 R5 시리즈 (카베리)
GPU (외장): OpenGL 4.4가 내장된 Nvidia 지포스 400 Series 또는 AMD 라데온 HD 7000 시리즈
저장장치: 최소 1GB (게임 파일 자체는 180MB이지만, 맵과 기타 파일을 위한 공간이 필요)
운영체제:
 - 윈도우: 윈도우 7 이상
 - 매킨토시: OS X 10.9 Maverick
 - 리눅스: 2014년 이후의 모든 배포판
"
